question_index,fix_name,fix_description,reason,tag,tag_cluster
119,Reclassify tongue_protruding as a vital reaction / antemortem indicator,"Change condition(tongue_protruding, death_indicator) to condition(tongue_protruding, antemortem_indicator), since tongue protrusion in burn victims is caused by heat-induced swelling of tissues that occurs while alive.","Tongue protrusion due to swelling is a sign that the person was alive during the fire (vital reaction), not merely a generic death indicator.",wrong diagnosis,4
119,Reclassify heat_hematoma as an antemortem indicator,"Change condition(heat_hematoma, death_indicator) to condition(heat_hematoma, antemortem_indicator), as heat hematoma (extradural) can occur postmortem and must be distinguished from true antemortem hemorrhage.","Heat hematoma is actually a postmortem artifact caused by heat, not a vital reaction confirming the person was alive. It should be classified as postmortem_change, not an antemortem indicator.",wrong classification,14
119,Add antemortem_indicator classification for soot in airways,"Add a new symptom fact such as symptom(john, soot_in_airways) and condition(soot_in_airways, antemortem_indicator) to represent inhalation of smoke, which is a key vital reaction confirming the person was alive during the fire.","The presence of soot/carbon particles in the airways and lungs is one of the most reliable findings confirming antemortem exposure to fire, but it is missing from the program.",missing inference rule,30
119,Add antemortem_indicator classification for cherry_red_lividity,"Add symptom(john, cherry_red_lividity) and condition(cherry_red_lividity, antemortem_indicator) to represent carbon monoxide poisoning signs.","Cherry-red discoloration of skin/lividity due to carboxyhemoglobin is a vital reaction indicating the person was alive and breathing during the fire, and should be included as an antemortem indicator.",missing inference rule,30
119,"Reclassify pugilistic_attitude, heat_ruptures, and skull_heat_fractures as postmortem_change","Change condition(pugilistic_attitude, death_indicator), condition(heat_ruptures, death_indicator), and condition(skull_heat_fractures, death_indicator) to condition(X, postmortem_change) for each.","Pugilistic attitude, heat ruptures, and skull heat fractures are all postmortem artifacts caused by heat acting on the body after death. They do NOT confirm the person was alive during the fire and should not be classified as antemortem indicators.",wrong classification,14
119,Add a rule to identify antemortem findings,"Add a new rule: antemortem_finding(X, Symptom) :- patient(X), symptom(X, Symptom), condition(Symptom, antemortem_indicator). This allows querying which specific findings confirm the burns were sustained while alive.",The core medical question asks which findings confirm antemortem burning. A dedicated rule to filter and return only antemortem_indicator findings is necessary to answer the question correctly.,missing inference rule,30
119,Update diagnosis rule to use antemortem findings,"Replace or supplement the existing diagnosis/1 rule with a rule such as: burned_alive_confirmation(X) :- patient(X), antemortem_finding(X, _). to specifically conclude whether the person was alive during burning based on antemortem indicators.","The current diagnosis rule simply checks that all symptoms are present without distinguishing antemortem from postmortem findings, making it unable to answer the specific medical question posed.",missing inference rule,30
121,Fix condition/1 predicate calls,"Replace condition(M) with proper calls that match the defined condition/2 predicate. The diagnosis rule uses condition(M) which does not match the defined facts condition(mammary_ductal_papilloma, symptom(...)) and condition(intraductal_carcinoma, symptom(...)). Change to condition(M, symptom(blood_stained_discharge, present)) to properly unify with the defined facts.","The condition predicate is defined with arity 2 (condition/2), but the diagnosis rule calls it with arity 1 (condition/1), causing a predicate existence error and preventing the rule from firing.",wrong predicate arity,1
121,Fix high_breast_cancer_risk condition check,"Replace condition(high_breast_cancer_risk) with condition(high_breast_cancer_risk, family_history(breast_cancer, positive)) to match the defined arity-2 predicate, or add a separate check family_history(breast_cancer, positive) directly in the diagnosis rule.","The condition for high breast cancer risk is defined as condition(high_breast_cancer_risk, family_history(breast_cancer, positive)) with arity 2, but the diagnosis rule references it with arity 1, which will fail or throw an error.",wrong predicate arity,1
121,Change recommended investigation from mammogram to microdochectomy or ductoscopy,"Change diagnosis(mammogram) to diagnosis(microdochectomy) or diagnosis(ductogram_followed_by_microdochectomy). The next best investigative/management step for blood-stained nipple discharge is microdochectomy (surgical excision of the affected duct) or ductography/galactography, not a mammogram. Mammogram has limited utility for intraductal lesions causing nipple discharge.","Medically, the standard next step for unilateral blood-stained nipple discharge is ductography (galactography) or microdochectomy, as mammography is not the most sensitive or appropriate first-line investigation for intraductal papilloma or intraductal carcinoma presenting with nipple discharge.",wrong diagnosis,4
121,Add symptom and family history checks inside diagnosis rule,"Add explicit checks for symptom(blood_stained_discharge, present) and family_history(breast_cancer, positive) inside the diagnosis rule body to ensure the rule only fires when these facts are present in the knowledge base.","The diagnosis rule should verify the patient's actual symptoms and family history facts before concluding a diagnosis, making the reasoning chain explicit and correct.",missing condition checks,30
122,Fix unbound variable in symptom facts,"Replace symptom(patient(X), painful_lesion) and symptom(patient(X), bleeding_on_swab) with ground facts using a specific patient identifier, e.g., symptom(patient(john), painful_lesion) and symptom(patient(john), bleeding_on_swab), or use a proper rule with a named patient.","The variable X in the fact heads is unbound and acts as a singleton variable, which is logically incorrect in Prolog facts. Facts should use ground terms or be written as rules.",singleton variable,31
122,Add specific organism identification,"Add facts and rules that map the specific combination of painful_lesion and bleeding_on_swab to the causative organism Treponema pallidum (syphilis primary chancre) or more specifically Haemophilus ducreyi (chancroid), which classically presents with a painful lesion that bleeds easily on swabbing. Add: causative_organism(chancroid, haemophilus_ducreyi). condition(painful_lesion, chancroid). condition(bleeding_on_swab, chancroid).","The medical problem asks for the most likely causative organism. A painful lesion that bleeds easily on swabbing is characteristic of chancroid caused by Haemophilus ducreyi. The current code only identifies a generic 'bacterial_infection' and does not identify the specific organism, which is the core requirement of the problem.",missing inference rule,30
122,Add organism diagnosis rule,"Add a rule that links the diagnosis to the causative organism: organism_diagnosis(Organism) :- causative_organism(Condition, Organism), condition(Symptom, Condition), symptom(patient(_), Symptom).",The current diagnosis rule only identifies the condition type (bacterial_infection) but does not trace back to the specific causative organism. A new rule is needed to complete the chain from symptoms to organism.,missing inference rule,30
